"Text";"Code"
"Balkan nephropathy";"DN150"
"Renal or perirenal abscess";"DN151"
"Perirenal abscess";"DN151A"
"Renal abscess";"DN151B"
"Other tubulointerstitial kidney disease";"DN158"
"Tubulointerstitial kidney disease UNS";"DN159"
"Tubulointerstitial renal diseases in diseases classified elsewhere";"DN16"
"Nephropathy in infectious or parasitic disease classified elsewhere";"DN160"
"Nephropathy in neoplastic disease";"DN161"
"Nephropathy in haematological or immunological disease classified elsewhere";"DN162"
"Nephropathy in metabolic disease";"DN163"
"Nephropathy in systemic connective tissue disease";"DN164"
"Nephropathy due to transplant rejection";"DN165"
"Nephropathy in other diseases classified elsewhere";"DN168"
"Renal insufficiency [DN17-DN19]";""
"Acute renal failure";"DN17"
"Acute renal failure with tubular necrosis";"DN170"
"Acute renal failure with acute cortical necrosis";"DN171"
"Acute renal failure with medullary necrosis";"DN172"
"Other acute renal failure";"DN178"
"Acute renal failure UNS";"DN179"
"Chronic renal failure";"DN18"
"Chronic renal failure without functional impairment, stage 1";"DN181"
"Chronic renal failure, stage 2";"DN182"
"Chronic renal failure, stage 3";"DN183"
"Chronic renal failure, stage 4";"DN184"
"Chronic renal failure, terminal stage 5";"DN185"
"Chronic renal failure UNS";"DN189"
"Renal insufficiency UNS";"DN19"
"Renal insufficiency UNS";"DN199"
"Urinary tract stones [DN20-DN23]";""
"Kidney and ureter stones";"DN20"
"Kidney Stone UNS";"DN200"
"Anatomical kidney stone";"DN200A"
"Functional kidney stone";"DN200F"
"Infectious kidney stone";"DN200I"
"Metabolic kidney stone";"DN200M"
"Simple idiopathic calcium nephrolithiasis";"DN200S"
"Complicated idiopathic calcium nephrolithiasis";"DN200X"
"Complicated idiopathic calcium nephrolithiasis without hypercalcemia or hypocitraturia";"DN200X1"
"Complicated idiopathic calcium nephrolithiasis, 24-hour analysis not performed";"DN200X2"
"Second kidney stone";"DN200Y"
"Kidney stones that cannot be classified";"DN200Z"
"Ureterstone UNS";"DN201"
"Anatomic ureteral stone";"DN201A"
"Functional ureteral stone";"DN201F"
"Infectious ureteral stone";"DN201I"
"Metabolic ureteral stone";"DN201M"
"Simple idiopathic calcium ureterolithiasis";"DN201S"
"Complicated idiopathic calcium ureterolithiasis";"DN201X"
"Complicated idiopathic calcium ureterolithiasis without hypercalcemia or hypocitraturia";"DN201X1"
"Complicated idiopathic calcium ureterolithiasis, 24-hour analysis not performed";"DN201X2"
"Other ureteral stone";"DN201Y"
"Unclassifiable urinary stone";"DN201Z"
"Kidney stones with ureteral stones UNS";"DN202"
"Anatomical kidney stone with ureteral stone";"DN202A"
"Functional kidney stone with ureteral stone";"DN202F"
"Infectious kidney stone with ureteral stone";"DN202I"
"Metabolic kidney stone with ureteral stone";"DN202M"
"Simple idiopathic calcium nephroureterolithiasis";"DN202S"
"Complicated idiopathic calcium nephroureterolithiasis";"DN202X"
"Complicated idiopathic calcium nephroureterolithiasis without hypercalcemia or hypocitraturia";"DN202X1"
"Complicated idiopathic calcium nephroureterolithiasis, 24-hour analysis not performed";"DN202X2"
"Other kidney stone with ureteral stone";"DN202Y"
"Kidney stones with ureteral stones that cannot be classified";"DN202Z"
"Urinary tract stones UNS";"DN209"
"Pelvic inflammatory disease with kidney stones";"DN209A"
"Lower urinary tract stones";"DN21"
"Urinary bladder stones";"DN210"
"Bladder diverticulum stone";"DN210A"
"The clock face";"DN211"
"Other lower urinary tract stones";"DN218"
"Lower urinary tract stones UNS";"DN219"
"Urinary tract stones in diseases classified elsewhere";"DN22"
"Urinary tract stones in schistosomiasis";"DN220"
"Urinary tract calculi in other diseases classified elsewhere";"DN228"
"Renal colic UNS";"DN23"
"Renal colic UNS";"DN239"
"Other diseases of kidney and ureter [DN25-DN29]";""
"Diseases of renal tubular dysfunction";"DN25"
"Nephrogenic osteodystrophy";"DN250"
"Nephrogenic dwarfism";"DN250B"
"Nephrogenic diabetes insipidus";"DN251"
"Other disease of renal tubular dysfunction";"DN258"
"Renal tubular acidosis UNS";"DN258A"
"Secondary renal hyperparathyroidism";"DN258B"
"Lightwood-Albright syndrome";"DN258C"
"Renal tubular dysfunction UNS";"DN259"
"Cirrhotic kidneys UNS";"DN26"
"Cirrhosis UNS";"DN269"
"Small kidneys of unknown cause";"DN27"
"Unilateral renal atrophy";"DN270"
"Bilateral renal atrophy";"DN271"
"Renal atrophy UNS";"DN279"
"Other diseases of kidney and ureter IKA";"DN28"
"Ischemia or infarction of kidney";"DN280"
"Renal artery embolism";"DN280A"
"Renal infarction";"DN280B"
"Renal ischemia";"DN280C"
"Thrombosis of renal artery";"DN280D"
"Acquired renal cyst";"DN281"
"Other disease of kidney or ureter";"DN288"
"Hypertrophia renis";"DN288A"
"Megaloureter";"DN288B"
"Nephroptosis";"DN288C"
"Pyelititis cystica";"DN288D"
"Pyeloureteritis cystica";"DN288E"
"Cystic ureteritis";"DN288F"
"Ureterocele";"DN288G"
"Pure mobilis";"DN288H"
"Calcifications in the renal parenchyma";"DN288J"
"Disease of kidney or ureter UNS";"DN289"
"Nephropathy UNS";"DN289A"
"Other disorders of kidney and ureter in diseases classified elsewhere";"DN29"
"Syphilitic kidney disease UNS";"DN290"
"Disease of kidney or ureter in infectious or parasitic disease classified elsewhere";"DN291"
"Other disease of kidney or ureter in diseases classified elsewhere";"DN298"
"Other urinary tract diseases [DN30-DN39]";""
"Cystitis";"DN30"
"Acute cystitis";"DN300"
"Chronic interstitial cystitis";"DN301"
"Other chronic cystitis";"DN302"
"Trigonitis";"DN303"
"Urethrotrigonitis";"DN303A"
"Cystitis caused by radiation";"DN304"
"Other cystitis";"DN308"
"Empyema vesicae urinariae";"DN308A"
"Hemorrhagic cystitis";"DN308B"
"Cystitis recidivism";"DN308C"
"Eosinophilic cystitis";"DN308D"
"Cystitis cystica";"DN308E"
"Cystitis glandularis";"DN308F"
"Planocellular cystitis";"DN308G"
"Nephrogenic adenoma";"DN308H"
"Schistosomiasis cystitis";"DN308J"
"Cystitis follicularis";"DN308K"
"Cystitis UNS";"DN309"
"Neuromuscular dysfunction of the urinary bladder IKA";"DN31"
"Spastic neurogenic bladder IKA";"DN310"
"Reflex neurogenic bladder IKA";"DN311"
"Atonic neurogenic bladder IKA";"DN312"
"Other neuromuscular dysfunction of the urinary bladder";"DN318"
"Detrusor-sphincter dyssynergy";"DN318A"
"Neuromuscular dysfunction of the urinary bladder UNS";"DN319"
"Other diseases of the urinary bladder";"DN32"
"Bladder neck stenosis";"DN320"
"Bladder neck sclerosis";"DN320A"
"Bladder neck dyssynergia";"DN320B"
"Vesicointestinal fistula";"DN321"
"Vesicorectal fistula";"DN321A"
"Urinary bladder fistula IKA";"DN322"
"Bladder diverticulum";"DN323"
"Non-traumatic bladder rupture";"DN324"
"Other disease of urinary bladder";"DN328"
"Calcificatio vesicae urinariae";"DN328A"
"Contractus vesicae urinariae";"DN328B"
"Hypertrophia vesicae urinariae";"DN328C"
"Leukoplakia vesicae urinariae";"DN328D"
"Vesica urinaria irritabilis";"DN328E"
"Dysplasia vesicae urinariae";"DN328F"
"Disease of the urinary bladder UNS";"DN329"
"Disorders of the urinary bladder in diseases classified elsewhere";"DN33"
"Tuberculous cystitis";"DN330"
"Disease of the urinary bladder in other diseases classified elsewhere";"DN338"
"Urethritis and urethral syndrome";"DN34"
"Urethral abscess";"DN340"
"Periurethral abscess";"DN340B"
"Carbunculus urethrae";"DN340C"
"Infectious urethritis UNS";"DN341"
"Other form of urethritis";"DN342"
"Meatitis urethrae";"DN342A"
"Periurethritis";"DN342B"
"Urethra ulcer";"DN342C"
"Allergic urethritis";"DN342D"
"Postmenopausal urethritis";"DN342E"
"Urethritis recurrence";"DN342F"
"Urethritis UNS";"DN342G"
"Urethral syndrome UNS";"DN343"
"Urethra narrowing";"DN35"
"Posttraumatic urethral stricture";"DN350"
"Posttraumatic urethral stricture after childbirth";"DN350A"
"Postinfectious urethral stricture IKA";"DN351"
"Other form of urethral stricture";"DN358"
"Stenosis meatus urethrae";"DN358A"
"Urethra stricture UNS";"DN359"
"Other diseases of the urethra";"DN36"
"Urethra fistula";"DN360"
"Periurethral fistula";"DN360A"
"Uretrorectal fistula";"DN360B"
"Urethroperineal fistula";"DN360C"
"Retrograde diverticulum";"DN361"
"Caruncula urethrae";"DN362"
"Urethral prolapse";"DN363"
"Uretrocele in male";"DN363A"
"Other disease of urethra";"DN368"
"Haemorrhage urethrae";"DN368A"
"Leukoplakia urethrae";"DN368B"
"Via falsa paraprostatica";"DN368D"
"Via falsa paraurethralis";"DN368E"
"Disease of urethra UNS";"DN369"
"Disorders of the urethra in diseases classified elsewhere";"DN37"
"Urethritis in diseases classified elsewhere";"DN370"
"Other disorder of urethra in diseases classified elsewhere";"DN378"
"Other diseases of the urinary tract";"DN39"
"Urinary tract infection without specification of location";"DN390"
"Asymptomatic bacteriuria";"DN390A"
"Pyuria";"DN390B"
"Persistent proteinuria UNS";"DN391"
"Orthostatic proteinuria UNS";"DN392"
"Stress incontinence";"DN393"
"Other urinary incontinence";"DN394"
"Overflow urinary incontinence";"DN394A"
"Reflex urinary incontinence";"DN394B"
"Urge urinary incontinence";"DN394C"
"Other urinary tract disease";"DN398"
"Changes in the urinary tract UNS caused by irradiation";"DN398A"
"Disease of the urinary tract UNS";"DN399"
"Urinary tract dysfunction UNS";"DN399A"
"Diseases of male genital organs [DN40-DN51]";""
"Enlarged prostate gland";"DN40"
"Prostatic hypertrophy";"DN409"
"Prostate cyst";"DN409B"
"Prostate fibrosis";"DN409E"
"Adenomatous hyperplasia of the prostate";"DN409G"
"Inflammation of the prostate gland";"DN41"
"Acute prostatitis";"DN410"
"Chronic prostatitis";"DN411"
"Prostate abscess";"DN412"
"Periprostatic abscess";"DN412A"
"Prostatocystitis";"DN413"
"Prostatovesiculitis";"DN413A"
"Other form of prostatitis";"DN418"
"Prostatitis UNS";"DN419"
"Other diseases of the prostate gland";"DN42"
"Prostate";"DN420"
"Prostate bleeding";"DN421"
"Prostate atrophy";"DN422"
"Prostate dysplasia";"DN423"
"Other disease of the prostate";"DN428"
"Prostatic fistula";"DN428A"
"Disease of the prostate UNS";"DN429"
"Hydrocele and spermatic hernia";"DN43"
"Cystic hydrocele";"DN430"
"Infected hydrocele";"DN431"
"Other form of hydrocele";"DN432"
"Hydrocele UNS";"DN433"
"Spermatocele";"DN434"
"Testicular torsion";"DN44"
"Test torsion UNS";"DN449"
"Torsio epididymidis";"DN449A"
"Torsio funiculi spermatici";"DN449B"
"Testicular torsion with gangrene";"DN449C"
"Torsio appendices testis";"DN449D"
"Torsio appendicis epididymis";"DN449E"
"Inflammation of the testicle and epididymis";"DN45"
"Orchitis, epididymitis or epididymo-orchitis with abscess";"DN450"
"Abscess of epididymis";"DN450A"
"Testicular abscess";"DN450B"
"Epididymourcitis with abscess";"DN450C"
"Orchitis, epididymitis or epididymo-orchitis without abscess";"DN459"
"Acute epididymitis UNS";"DN459A"
"Chronic epididymitis UNS";"DN459B"
"Epididimoorkitis UNS";"DN459C"
"Acute orchitis UNS";"DN459D"
"Recurrent orchitis UNS";"DN459E"
"Male sterility";"DN46"
"Male sterility UNS";"DN469"
"Aspermia";"DN469A"
"Azoospermia";"DN469B"
"Oligospermia";"DN469C"
"Oligo-teratozoospermia";"DN469D"
"Male sterility after sterilization";"DN469E"
"Male sterility due to other causes";"DN469W"
"Diseases of the foreskin";"DN47"
"Diseases of the foreskin UNS";"DN479"
"Agglutinatio preputii";"DN479A"
"Frenulum breve preputii";"DN479B"
"Paraphimosis";"DN479C"
"Phimosis";"DN479D"
"Preputium redundancy";"DN479E"
"Other diseases of the penis";"DN48"
"Leukoplakia on penis";"DN480"
"Penis erythroplakia";"DN480A"
"Kraurosis penis";"DN480B"
"Balanopsthitis";"DN481"
"Balanitis UNS";"DN481A"
"Balanitis erosiva circinata";"DN481B"
"Gangrenous balanitis";"DN481C"
"Plasma cell balanitis";"DN481D"
"Other inflammatory condition of penis";"DN482"
"Abscess corporis cavernosi penis";"DN482A"
"Abscess pelvis viri";"DN482B"
"Abscess penis";"DN482C"
"Carbunculus corporis cavernosi penis";"DN482D"
"Carbunculus penis";"DN482E"
"Cavernitis penis";"DN482F"
"Furunculus penis";"DN482G"
"Phlegmone corporis cavernosi penis";"DN482H"
"Phlegmon penis";"DN482I"
"Priapism";"DN483"
"Organic impotence";"DN484"
"Ulcer on penis";"DN485"
"Penis cavernosal ulcer"; "DN485A"
"Ulcer cutis penis chronicum";"DN485B"
"Induratio penis plastica";"DN486"
"Balanitis xerotica obliterans";"DN486A"
"Other disease of penis";"DN488"
"Atrophia corporis cavernosi penis";"DN488A"
"Penis atrophy";"DN488B"
"Cystis penis";"DN488C"
"Haematoma corporis cavernosi penis";"DN488D"
"Penis hematoma";"DN488E"
"Hypertrophy corporis cavernosi penis";"DN488F"
"Thrombosis corporis cavernosi penis";"DN488G"
"Penis arcuatus acquisitus";"DN488H"
"Pearly penile papules";"DN488J"
"Fistula in the foreskin";"DN488K"
"Disease of penis UNS";"DN489"
"Other inflammatory conditions of the male genital organs IKA";"DN49"
"Seminal vesiculitis";"DN490"
"Inflammatory condition of the spermatic cord, tunica vaginalis or ductus deferens";"DN491"
"Infectio ductus deferentis";"DN491A"
"Infectio tunicae vaginalis";"DN491B"
"Inflammatio ductus spermatici";"DN491C"
"Inflammatio tunicae vaginalis";"DN491D"
"Inflammatory condition of the scrotum";"DN492"
"Scrotal abscess";"DN492A"
"Carbunculus scroti";"DN492B"
"Furunculus scroti";"DN492C"
"Scrotal infection";"DN492D"
"Inflammatory condition in the other part of the male genital organs";"DN498"
"Infectio multiplex genitalium viri";"DN498A"
"Inflammatio multiplex genitalium viri";"DN498B"
"Fournier's gangrene";"DN498C"
"Microlithiasis testis";"DN498M"
"Inflammatory condition of the male genital organs UNS";"DN499"
"Other diseases of the male genital organs";"DN50"
"Testicular atrophy";"DN500"
"Vascular disease of the male genital organs";"DN501"
"Hematocele testis";"DN501A"
"Haematoma funiculi spermatici";"DN501B"
"Hematoma scrotum";"DN501C"
"Hematoma testis";"DN501D"
"Haematoma tunicae vaginalis";"DN501E"
"Thrombosis genitalium viri";"DN501F"
"Ejaculatory Dysfunction";"DN502"
"Retrograde ejaculation";"DN502A"
"Delayed ejaculation";"DN502B"
"Anejaculation";"DN502C"
"Other disease of the male genital organs";"DN508"
"Adhaesiones epididymidis";"DN508A"
"Atrophia funiculi spermatici";"DN508B"
"Scrotal atrophy";"DN508C"
"Atrophia vesiculae seminalis";"DN508D"
"Chylocele tunicae vaginalis UNS";"DN508E"
"Cystis epididymidis";"DN508F"
"Degeneratio testis postinfectiosa";"DN508G"
"Fibrosis testis";"DN508H"
"Fistula epididymidis";"DN508I"
"Fistula scrotum";"DN508J"
"Fistula urethroscrotalis";"DN508K"
"Hypertrophia funiculi spermatici";"DN508L"
"Hypertrophia scroti";"DN508M"
"Hypertrophy testis";"DN508N"
"Hypertrophia vesiculae seminalis";"DN508O"
"Keratosis genitalium viri";"DN508P"
"Scrotal edema";"DN508Q"
"Spermatorrhea";"DN508R"
"Strictura funiculi spermatici";"DN508S"
"Strictura tunicae vaginalis";"DN508T"
"Strictura vas deferens";"DN508U"
"Scrotal ulcer";"DN508V"
"Hemoospermia";"DN508X"
"Testodynia";"DN508Y"
"Disease of the male genital organs UNS";"DN509"
"Diseases of male genital organs in diseases classified elsewhere";"DN51"
"Disease of the prostate in diseases classified elsewhere";"DN510"
"Disease of testis or epididymis in diseases classified elsewhere";"DN511"
"Epididymitis in diseases classified elsewhere";"DN511K"
"Orchitis in disease classified elsewhere";"DN511L"
"Balanitis in diseases classified elsewhere";"DN512"
"Other disorder of male genital organs in diseases classified elsewhere";"DN518"
"Mammary gland diseases [DN60-DN64]";""
"Benign dysplasia of the mammary gland";"DN60"
"Solitary breast cyst";"DN600"
"Nipple cyst";"DN600A"
"Multiple mammary cysts";"DN601"
"Fibroadenomatosis of mammary gland";"DN602"
"Fibrosclerosis of mammary gland";"DN603"
"Atypical ductal hyperplasia";"DN603A"
"Atypical lobular hyperplasia";"DN603B"
"Ectasia ductus mammae";"DN604"
"Other benign breast dysplasia";"DN608"
"Microcalcifications in the mother";"DN608A"
"Benign mammary dysplasia UNS";"DN609"
"Non-puerperal inflammation of the mammary gland";"DN61"
"Non-puerperal inflammation of the breast UNS";"DN619"
"Non-puerperal abscess of areola mammae";"DN619A"
"Non-puerperal mammary abscess";"DN619B"
"Non-puerperal infectious mastitis";"DN619E"
"Big breasts";"DN62"
"Mammary hypertrophy";"DN629"
"Gynecomastia";"DN629A"
"Hypertrophia areolae mammae";"DN629B"
"Bilateral mammary hypertrophy";"DN629D"
"Unilateral breast hypertrophy";"DN629E"
"Knot in breast UNS";"DN63"
"Breast tumor UNS";"DN639"
"Other diseases of the mammary gland";"DN64"
"Fissure or fistula in nipple";"DN640"
"Fissure of nipple";"DN640A"
"Fistula of nipple";"DN640B"
"Liponectosis of the breast";"DN641"
"Mammary atrophy";"DN642"
"Non-puerpural galactorrhea";"DN643"
"Pain in mom";"DN644"
"Cyclic breast pain";"DN644A"
"Non-cyclical breast pain";"DN644B"
"Other symptom or finding in breast";"DN645"
"Fluor papillae mammae";"DN645A"
"Induratio mammae";"DN645B"
"Inversio papillae mammae";"DN645C"
"Papilla mammae retracta";"DN645D"
"Other disease of the breast";"DN648"
"Breast deformity";"DN648A"
"Galactocele";"DN648D"
"Subinvolutio mammae";"DN648E"
"Breast ulcer";"DN648F"
"Foreign body in mother";"DN648G"
"Ptosis mammary";"DN648H"
"Disease in the mother UNS";"DN649"
"Inflammation of the pelvic organs [DN70-DN77]";""
"Inflammation of the fallopian tube and ovary";"DN70"
"Acute salpingitis or oophoritis";"DN700"
"Acute ovarian abscess";"DN700A"
"Acute fallopian tube abscess";"DN700B"
"Acute oophoritis";"DN700C"
"Pyosalpinx acuta";"DN700D"
"Pyovarium acutum";"DN700E"
"Acute salpingitis";"DN700F"
"Acute salpingo-oophoritis";"DN700G"
"Chronic salpingitis or oophoritis";"DN701"
"Chronic ovarian abscess";"DN701A"
"Chronic fallopian tube abscess";"DN701B"
"Hydrosalpinx";"DN701C"
"Chronic oophoritis";"DN701D"
"Pyosalpinx chronica";"DN701E"
"Pyovarium chronicum";"DN701F"
"Chronic salpingitis";"DN701G"
"Chronic salpingo-oophoritis";"DN701H"
"Salpingitis or oophoritis UNS";"DN709"
"Oophoritis UNS";"DN709A"
"Salpingitis UNS";"DN709B"
"Salpingooophoritis UNS";"DN709C"
"Inflammatory conditions of the uterus, except cervix";"DN71"
"Acute endometritis";"DN710"
"Acute uterine abscess";"DN710A"
"Acute purulent endometritis";"DN710C"
"Acute endomyometritis";"DN710D"
"Acute myometritis";"DN710E"
"Acute pyometra";"DN710F"
"Chronic endometritis";"DN711"
"Chronic abscess of the uterus";"DN711A"
"Chronic purulent endometritis";"DN711B"
"Chronic atrophic endometritis";"DN711D"
"Chronic myometritis";"DN711E"
"Chronic pyometra";"DN711F"
"Endometritis UNS";"DN719"
"Inflammatory conditions of the cervix";"DN72"
"Cervicitis uteri UNS";"DN729"
"Cervicitis uteri acute";"DN729A"
"Cervicitis uteri chronica";"DN729B"
"Endocervicitis UNS";"DN729C"
"Endocervicitis acute";"DN729D"
"Endocervicitis chronica";"DN729E"
"Endometritis cervicis uteri";"DN729F"
"Other pelvic inflammatory disease";"DN73"
"Acute parametritis or phlegmon of the female pelvis";"DN730"
"Acute abscess of ligamentum latum";"DN730A"
"Acute Parametrial Abscess";"DN730B"
"Acute parametritis";"DN730C"
"Acute phlegmon of ligamentum latum";"DN730D"
"Acute phlegmon of the female pelvis";"DN730E"
"Chronic parametritis or phlegmon of the female pelvis";"DN731"
"Chronic abscess of ligamentum latum";"DN731A"
"Chronic abscess of the parametrium";"DN731B"
"Chronic parametritis";"DN731C"
"Chronic phlegmon of the ligamentum latum";"DN731D"
"Chronic phlegmon of the female pelvis";"DN731E"
"Parametritis or phlegmon of female pelvis UNS";"DN732"
"Abscess UNS of ligamentum latum";"DN732A"
"Abscess UNS in the parametrium";"DN732B"
"Parametritis UNS";"DN732C"
"Phlegmone UNS in ligamentum latum";"DN732D"
"Phlegmon UNS of the female pelvis";"DN732E"
"Acute female pelvic peritonitis";"DN733"
"Acute abscess in fossa Douglasi";"DN733A"
"Chronic female pelvic peritonitis";"DN734"
"Chronic abscess of fossa Douglasi";"DN734A"
"Female pelvic peritonitis NOS";"DN735"
"Abscess in the fossa of Douglas UNS";"DN735A"
"Adhesions in the female pelvis";"DN736"
"Ovarian Adhesions";"DN736A"
"Tubo-ovarian adhesions";"DN736B"
"Other female pelvic infection";"DN738"
"Acute abscess of the female pelvis";"DN738A"
"Chronic abscess of the female pelvis";"DN738B"
"Abscess of female pelvis UNS";"DN738C"
"Female pelvic infection NOS";"DN739"
"Inflammation of the pelvic organs in diseases classified elsewhere";"DN74"
"Tuberculous cervicitis";"DN740"
"Tuberculosis of female genitalia IKA";"DN741"
"Tuberculous endometritis";"DN741A"
"Syphilitic pelvic inflammation";"DN742"
"Gonorrheal pelvic inflammatory disease";"DN743"
"Inflammation of the vagina caused by chlamydia";"DN744"
"Female pelvic peritonitis in disease classified elsewhere";"DN748"
"Bartholin's gland disease";"DN75"
"Bartholin's gland cyst";"DN750"
"Bartholin's gland abscess";"DN751"
"Other disease of Bartholin's glands";"DN758"
"Acute bartholinitis";"DN758A"
"Chronic bartholinitis";"DN758B"
"Bartholinitis UNS";"DN758C"
"Bartholin's gland disease UNS";"DN759"
"Other inflammatory diseases of vagina and external female genitalia";"DN76"
"Acute vaginitis";"DN760"
"Pyokolpos";"DN760B"
"Vaginitis UNS";"DN760C"
"Acute vulvovaginitis";"DN760D"
"Vulvovaginitis UNS";"DN760E"
"Subacute or chronic vaginitis";"DN761"
"Chronic vaginitis";"DN761A"
"Subacute vaginitis";"DN761B"
"Chronic vulvovaginitis";"DN761C"
"Subacute vulvovaginitis";"DN761D"
"Plasma cell vulvitis";"DN761E"
"Acute vulvitis";"DN762"
"Vulvitis UNS";"DN762A"
"Subacute or chronic vulvitis";"DN763"
"Chronic vulvitis";"DN763A"
"Subacute vulvitis";"DN763B"
"Abscess in the vulva";"DN764"
"Abscess labii majoris";"DN764A"
"Abscess labii minoris";"DN764B"
"Furunculus labii majoris";"DN764C"
"Furunculus labii minoris";"DN764D"
"Furunculus vulvae";"DN764E"
"Vaginal ulcer";"DN765"
"Vulvar ulcer";"DN766"
"Noma vulvae";"DN766A"
"Other inflammatory disease of vagina or vulva";"DN768"
"Vaginal abscess";"DN768A"
"Bacterial vaginitis NOS";"DN768B"
"Bacterial vaginosis UNS";"DN768C"
"Ulcers and inflammation of vagina and external female genitalia in diseases classified elsewhere";"DN77"
"Vulvar ulcer in infectious or parasitic disease classified elsewhere";"DN770"
"Vaginitis, vulvitis or vulvovaginitis in infectious or parasitic disease classified elsewhere";"DN771"
"Vaginitis in infectious or parasitic disease classified elsewhere";"DN771P"
"Vulvitis in infectious or parasitic disease classified elsewhere";"DN771Q"
"Vulvovaginitis in infectious or parasitic disease classified elsewhere";"DN771R"
"Vulvovaginal ulcer or inflammation in other diseases classified elsewhere";"DN778"
"Non-inflammatory diseases of female genital organs [DN80-DN98]";""
"Endometriosis";"DN80"
"Endometriosis of the uterus";"DN800"
"Endometriosis in ovary";"DN801"
"Endometriosis in fallopian tubes";"DN802"
"Endometriosis of the peritoneum";"DN803"
"Endometriosis of septum rectovaginalis or vagina";"DN804"
"Endometriosis in the rectovaginal septum";"DN804A"
"Endometriosis of vagina";"DN804B"
"Endometriosis of the gastrointestinal tract";"DN805"
"Endometriosis of the colon";"DN805A"
"Endometriosis of the small intestine";"DN805B"
"Endometriosis recto-sigmoidalis";"DN805C"
"Endometriosis in scar tissue of the skin";"DN806"
"Other form of endometriosis";"DN808"
"Endometriosis in multiple locations";"DN808A"
"Endometriosis of the parametrium";"DN808B"
"Endometriosis umbilicalis";"DN808C"
"Endometriosis of the urinary bladder";"DN808D"
"Endometriosis UNS";"DN809"
"Plunging and prolapse of female genitalia";"DN81"
"Uretrocele in female";"DN810"
"Cystocele in woman";"DN811"
"Uterine prolapse without vaginal prolapse";"DN812"
"Incomplete uterovaginal prolapse";"DN813"
"Prolapse of the cervix";"DN813A"
"Complete uterovaginal prolapse";"DN814"
"Uterovaginal prolapse UNS";"DN815"
"Uterine prolapse UNS";"DN815A"
"Vaginal enterocele";"DN816"
"Vaginal hernia";"DN816A"
"Rectocele";"DN817"
"Other female genital prolapse";"DN818"
"Relaxation of the perineum";"DN818A"
"Vaginal relaxation";"DN818B"
"Ruptura perinei vetus";"DN818C"
"Lateral defect of vagina";"DN818D"
"Female genital prolapse UNS";"DN819"
"Fistulas in female genital organs";"DN82"
"Vesicovaginal fistula";"DN820"
"Other fistula between urinary tract and female genital organs";"DN821"
"Cervikovesical fistula";"DN821A"
"Ureterovaginal fistula";"DN821B"
"Urethrovaginal fistula";"DN821C"
"Uteroureteric fistula";"DN821D"
"Uterovesical fistula";"DN821E"
"Intestinovaginal fistula";"DN822"
"Colovaginal fistula";"DN823"
"Rectovaginal fistula";"DN823A"
"Other fistula between female genital organs and intestine";"DN824"
"Intestinouterine fistula";"DN824A"
"Rectouterine fistula";"DN824B"
"Fistula between female genitalia and skin";"DN825"
"Fistula cutaneo-genitalis feminae";"DN825A"
"Bartholin's gland fistula";"DN825B"
"Fistula labii majoris vulvae";"DN825C"
"Fistula labii minoris vulvae";"DN825D"
"Uteroabdominal fistula";"DN825E"
"Vaginoperineal fistula";"DN825F"
"Other fistula of female genital organs";"DN828"
"Fistula cervicis uteri UNS";"DN828A"
"Fistula fossae Douglasi";"DN828B"
"Fistula tubae uterinae";"DN828C"
"Fistula uteri UNS";"DN828D"
"Fistula uterovaginalis";"DN828E"
"Fistula vaginae UNS";"DN828F"
"Fistula of female genital organs UNS";"DN829"
"Non-inflammatory diseases of ovaries, fallopian tubes and parametria";"DN83"
"Follicular ovarian cyst";"DN830"
"Hemorrhage in follicular ovarian cyst";"DN830A"
"Corpus luteum cyst";"DN831"
"Corpus luteum hematoma";"DN831A"
"Hemorrhage in corpus luteum cyst";"DN831B"
"Other or unspecified ovarian cyst";"DN832"
"Cystis corporis albicantis";"DN832A"
"Ovarian retention cyst";"DN832B"
"Simple ovarian cyst";"DN832C"
"Cystic ovarian degeneration";"DN832D"
"Ovarian cyst UNS";"DN832X"
"Acquired atrophy of ovary or fallopian tube";"DN833"
"Acquired ovarian atrophy";"DN833A"
"Acquired fallopian tube atrophy";"DN833B"
"Prolapse or hernia of ovary or fallopian tube";"DN834"
"Ovarian hernia";"DN834A"
"Ovarian prolapse";"DN834B"
"Fallopian tube prolapse";"DN834C"
"Torsion of ovary, fallopian tube or uterine adnexa";"DN835"
"Torsion of uterine adnexa";"DN835A"
"Torsion of ovarian cyst";"DN835B"
"Torsio cystis retentionis ovarii";"DN835C"
"Ovarian torsion";"DN835D"
"Torsio tubae uterinae";"DN835E"
"Hematosalpinx";"DN836"
"Parametrial hematoma";"DN837"
"Other noninflammatory disease of ovary, fallopian tube and parametrium";"DN838"
"Fallopian tube atresia";"DN838A"
"Anovulatory Cycle";"DN838B"
"Ovarian degeneration";"DN838C"
"Retrouterine hematocele";"DN838D"
"Ovarian hematoma";"DN838E"
"Ovarian bleeding";"DN838F"
"Hydrocele in ligamentum teres";"DN838G"
"Allen-Masters Syndrome";"DN838H"
"Obstruction of fallopian tubes";"DN838I"
"Corpus luteum rupture";"DN838J"
"Rupture of fallopian tube";"DN838K"
"Non-inflammatory disease of ovary, fallopian tube or parametrium UNS";"DN839"
"Polyps in female genital organs";"DN84"
"Polyp in corpus uteri";"DN840"
"Endometrial polyp in the uterus";"DN840A"
"Polyp in uterus UNS";"DN840B"
